Country,ISO2,ISO3,Admin_1,Admin_2,ESPEN_IU_ID,Community,Community_ID,Year_pop,TotalPop,AdjPop,PreSAC,SAC,Adults,WRA1549,WRA1524,PercPreSAC,PercSAC,PercAdults,PercWRA1549,PercWRA1524,PGR,PGR_WB21,Urbanization,TransRiskLevel,YearSurvey,PC_YearStarted,N_PC,N_EffPC
South Africa,ZA,ZAF,KwaZulu-Natal,Uthungulu,43291,uMlalazi,ZAF-43291-005,2023,253905,262723,15343,49628,187400,69490,20361,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,KwaZulu-Natal,Zululand,43292,Abaqulusi,ZAF-43292-001,2023,255227,262853,15351,49653,187493,69525,20371,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,KwaZulu-Natal,Zululand,43292,eDumbe,ZAF-43292-002,2023,97535,100449,5866,18975,71650,26569,7785,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,KwaZulu-Natal,Zululand,43292,Nongoma,ZAF-43292-003,2023,231685,238607,13935,45073,170198,63112,18492,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,KwaZulu-Natal,Zululand,43292,Ulundi,ZAF-43292-004,2023,223850,230538,13463,43549,164443,60977,17867,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,KwaZulu-Natal,Zululand,43292,uPhongolo,ZAF-43292-005,2023,146902,151291,8835,28579,107916,40016,11725,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Capricorn,43296,Blouberg,ZAF-43296-001,2023,208121,207812,12136,39256,148232,54966,16105,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Capricorn,43296,Lepele-Nkumpi,ZAF-43296-002,2023,274870,274461,16029,51846,195773,72595,21271,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Capricorn,43296,Molemole,ZAF-43296-003,2023,150376,150152,8769,28364,107103,39715,11637,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Capricorn,43296,Polokwane,ZAF-43296-004,2023,866116,864829,50506,163366,616883,228747,67024,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Mopani,43297,Ba-Phalaborwa,ZAF-43297-001,2023,179061,181222,10583,34233,129266,47933,14045,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Mopani,43297,Greater Giyani,ZAF-43297-002,2023,290297,293801,17158,55499,209568,77710,22770,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Mopani,43297,Greater Letaba,ZAF-43297-003,2023,252835,255886,14944,48337,182523,67682,19831,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Mopani,43297,Greater Tzaneen,ZAF-43297-004,2023,463139,468728,27374,88543,334344,123979,36326,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Mopani,43297,Maruleng,ZAF-43297-005,2023,113315,114683,6697,21664,81803,30334,8888,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Sekhukhune,43298,Elias Motsoaledi,ZAF-43298-001,2023,296415,307061,17932,58004,219027,81218,23797,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Sekhukhune,43298,Ephraim Mogale,ZAF-43298-002,2023,146978,152257,8892,28761,108605,40272,11800,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Sekhukhune,43298,Greater Tubatse/Fetakgomo,ZAF-43298-003,2023,509884,528197,30847,99776,376763,139708,40935,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Sekhukhune,43298,Makhuduthamaga,ZAF-43298-004,2023,326746,338482,19767,63939,241439,89528,26232,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Vhembe,43299,Makhado,ZAF-43299-001,2023,477192,493789,28837,93277,352220,130607,38269,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Vhembe,43299,Musina,ZAF-43299-002,2023,124402,128729,7518,24317,91822,34049,9976,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Vhembe,43299,New,ZAF-43299-003,2023,390645,404232,23607,76359,288339,106919,31328,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
